p,d,theta,n=,8,16,32,64,80,144,128,208,256,272,336,400,464,512,528,592,656,720,784,848,912,976,1024,1040,2048
32,8,0.01,,0.55,0.46875,0.39375,0.340625,0.34,0.32152778,0.309375,0.30721154,0.30039063,0.29080882,0.30029762,0.29025,0.29375,0.28261719,0.28806818,0.28310811,0.28338415,0.28041667,0.2817602,0.27700472,0.27532895,0.27704918,0.27626953,0.27307692,0.26625977
32,8,0.1,,0.575,0.5375,0.609375,0.875,0.9425,0.98680556,0.9984375,0.99855769,1,0.99963235,0.99940476,0.999,0.99892241,1,0.99981061,1,0.99969512,0.99986111,0.99987245,1,1,1,1,1,1
32,8,1,,0.64,0.59,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,16,0.01,,0.6,0.5125,0.415625,0.3625,0.3525,0.325,0.31875,0.31971154,0.29921875,0.29963235,0.29464286,0.29325,0.27974138,0.28652344,0.28674242,0.28581081,0.27987805,0.28194444,0.28265306,0.27759434,0.27817982,0.28043033,0.27490234,0.27432692,0.26777344
32,16,0.1,,0.5125,0.4875,0.440625,0.3828125,0.34875,0.32569444,0.3234375,0.31346154,0.30351563,0.30441176,0.30327381,0.29775,0.28943966,0.29238281,0.29109848,0.28682432,0.28917683,0.28819444,0.28813776,0.27877358,0.28245614,0.28206967,0.28105469,0.27701923,0.2769043
32,16,1,,0.64,0.52,0.5,0.73,0.9625,0.986111111111111,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,4,0.01,,0.55,0.49375,0.421875,0.3703125,0.3475,0.32291667,0.34375,0.30432692,0.30117187,0.29779412,0.29880952,0.29275,0.29116379,0.29726562,0.28560606,0.28834459,0.27972561,0.28180556,0.28392857,0.28254717,0.2810307,0.27571721,0.28242187,0.27576923,0.2730957
64,4,0.1,,0.55,0.45,0.43,0.37,0.345,0.35555556,0.36,0.30192308,0.35,0.36102941,0.3327381,0.329,0.30344828,0.31,0.31931818,0.32939189,0.29634146,0.30527778,0.29464286,0.27900943,0.35241228,0.37336066,0.37,0.30480769,0.45898438
64,4,1,,0.74,0.82,1,1,1,0.95416667,1,0.97884615,0.94,0.92205882,0.93452381,1,1,0.97,0.93409091,1,1,0.98388889,0.98163265,0.97028302,1,1,1,0.92980769,1
64,8,0.01,,0.55,0.45625,0.4,0.3640625,0.3475,0.32777778,0.31328125,0.31442308,0.30742188,0.31617647,0.28988095,0.2965,0.28362069,0.29628906,0.29469697,0.28175676,0.28231707,0.27472222,0.27857143,0.29433962,0.28267544,0.27315574,0.27773437,0.27826923,0.27001953
64,8,0.1,,0.575,0.40625,0.40625,0.371875,0.3525,0.32638889,0.34140625,0.31634615,0.31484375,0.31323529,0.30357143,0.29,0.29612069,0.29082031,0.29166667,0.28547297,0.30060976,0.28666667,0.28826531,0.28042453,0.28925439,0.27827869,0.31152344,0.28807692,0.27446289
64,8,1,,0.7625,0.7125,0.90625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99929245,0.99802632,1,1,1,0.9996582
64,16,0.01,,0.55,0.44,0.4,0.37,0.375,0.34027778,0.33,0.31586538,0.3,0.30257353,0.31607143,0.30475,0.2987069,0.29,0.29450758,0.29847973,0.29878049,0.29083333,0.28826531,0.2870283,0.28870614,0.29467213,0.28,0.28836538,0.27319336
64,16,0.1,,0.55,0.4,0.4,0.35625,0.365,0.33194444,0.35,0.32307692,0.3140625,0.29926471,0.31428571,0.3005,0.29784483,0.29804687,0.28712121,0.2875,0.30396341,0.29472222,0.30280612,0.29033019,0.28333333,0.30286885,0.3046875,0.28865385,0.28447266
64,16,1,,0.69,0.64,0.7,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,32,0.01,,0.6,0.45,0.4,0.35,0.375,0.30902778,0.32,0.33653846,0.31,0.28676471,0.29613095,0.28375,0.2887931,0.29,0.28409091,0.29138514,0.28125,0.28888889,0.29336735,0.27948113,0.28618421,0.27305328,0.28,0.27307692,0.26757812
64,32,0.1,,0.49,0.45,0.4,0.34,0.35,0.32986111,0.33,0.32211538,0.3,0.29411765,0.29910714,0.3275,0.29741379,0.29,0.30208333,0.28125,0.29420732,0.30138889,0.28316327,0.29893868,0.27905702,0.26946721,0.29,0.27451923,0.27451923
64,32,1,,0.6,0.51,0.46,0.47,0.6875,0.979166666666667,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,8,0.01,,0.55,0.44,0.38,0.36,0.35,0.3125,0.33,0.28605769,0.3,0.30147059,0.29613095,0.29125,0.28232759,0.29,0.28882576,0.28209459,0.2820122,0.27847222,0.26913265,0.27948113,0.28125,0.2807377,0.28,0.28942308,0.28942308
128,8,0.1,,0.59,0.46,0.44,0.41,0.4125,0.34027778,0.35,0.40625,0.33,0.32904412,0.42261905,0.46625,0.35344828,0.42,0.37026515,0.67314189,0.48018293,0.45972222,0.58418367,0.51474057,0.48519737,0.5727459,0.52,0.61778846,0.61778846
128,8,1,,0.85,0.87,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1
128,16,0.01,,0.59,0.44,0.37,0.34,0.34375,0.32638889,0.33,0.3125,0.3,0.29595588,0.29017857,0.30875,0.28232759,0.29,0.28787879,0.29391892,0.27667683,0.28472222,0.27359694,0.28419811,0.27796053,0.27612705,0.28,0.27932692,0.27932692
128,16,0.1,,0.56,0.41,0.4,0.36,0.34375,0.32986111,0.33,0.33413462,0.32,0.33272059,0.29613095,0.31125,0.33081897,0.31,0.30681818,0.28969595,0.28734756,0.28958333,0.29783163,0.30306604,0.29440789,0.29764344,0.29,0.28798077,0.28798077
128,16,1,,0.61,0.68,0.89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,32,0.01,,0.56,0.47,0.42,0.33,0.35625,0.35069444,0.34,0.32932692,0.31,0.29595588,0.27827381,0.28625,0.28340517,0.28,0.28598485,0.27533784,0.2804878,0.27361111,0.28507653,0.27653302,0.27192982,0.2807377,0.28,0.275,0.275
128,32,0.1,,0.55,0.46,0.38,0.36,0.3875,0.35069444,0.33,0.3125,0.32,0.30514706,0.29910714,0.295,0.30603448,0.29,0.31344697,0.31334459,0.29268293,0.30625,0.30739796,0.30247642,0.29440789,0.3125,0.3,0.29038462,0.29038462
128,32,1,,0.62,0.66,0.75,0.88,0.98125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,64,0.01,,0.55,0.44,0.41,0.35,0.3375,0.333333333333333,0.33,0.293269230769231,0.31,0.3125,0.297619047619048,0.2875,0.301724137931034,0.28,0.293560606060606,0.29054054054054,0.274390243902439,0.286111111111111,0.272959183673469,0.278301886792453,0.268640350877193,0.269467213114754,0.27,0.288461538461538,0.288461538461538
128,64,0.1,,0.61,0.48,0.41,0.34,0.3375,0.31944444,0.32,0.32932692,0.3,0.30698529,0.29910714,0.33875,0.30064655,0.3,0.28787879,0.28293919,0.30640244,0.28611111,0.28954082,0.30424528,0.28837719,0.28637295,0.29,0.28653846,0.28653846
128,64,1,,0.57,0.54,0.48,0.46,0.45,0.729166666666667,0.58,0.990384615384615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,, ,,,,,,,,,,,,,,
