p,d,theta,n=,8,16,32,64,80,144,128,208,256,272,336,400,464,512,528,592,656,720,784,848,912,976,1024,1040,2048
16,1,0.01,,0.5375,0.5625,0.44375,0.359375,0.41625,0.40763889,0.4375,0.39711538,0.40976563,0.43823529,0.40892857,0.398,0.54568966,0.48242188,0.42386364,0.40777027,0.48612805,0.45666667,0.44859694,0.39870283,0.42796053,0.38688525,0.40546875,0.40221154,0.4984375
16,1,0.1,,0.625,0.59375,0.61875,0.6015625,0.87125,0.81944444,0.6515625,0.93942308,0.80703125,0.90477941,0.89880952,0.888,0.89051724,0.83105469,0.81628788,0.89206081,0.92179878,0.83458333,0.96415816,0.8879717,1,0.86598361,0.76347656,0.94,0.9565918
16,1,1,,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,2,0.01,,0.575,0.5375,0.415625,0.371875,0.36125,0.35486111,0.33984375,0.32451923,0.31601563,0.31433824,0.32261905,0.312,0.31142241,0.3,0.30246212,0.30084459,0.30792683,0.30708333,0.29158163,0.29823113,0.30394737,0.29795082,0.30439453,0.28653846,0.29052734
16,2,0.1,,0.675,0.64375,0.596875,0.6015625,0.68,0.66597222,0.66171875,0.63605769,0.65,0.5875,0.68958333,0.693,0.67047414,0.70527344,0.62746212,0.66621622,0.66966463,0.68944444,0.69502551,0.65448113,0.59385965,0.5960041,0.68740234,0.60403846,0.64702148
16,2,1,,0.7,0.9125,1,0.971875,0.95125,0.94861111,0.9515625,0.95288462,0.97851562,0.93272059,0.8985119,0.96475,0.9237069,0.86855469,0.94526515,0.88631757,0.94054878,0.97375,0.96377551,0.95919811,0.87160088,0.87264344,0.86582031,0.94125,0.96132812
16,4,0.01,,0.55,0.46875,0.415625,0.38125,0.35,0.31041667,0.3203125,0.3,0.303125,0.30183824,0.30059524,0.30225,0.28965517,0.28242187,0.28712121,0.2875,0.28582317,0.27958333,0.28086735,0.27865566,0.275,0.27704918,0.27578125,0.27653846,0.2684082
16,4,0.1,,0.5875,0.4875,0.4,0.375,0.36625,0.30902778,0.32890625,0.31105769,0.31210938,0.30330882,0.29136905,0.2945,0.29116379,0.29335937,0.28371212,0.29239865,0.28582317,0.28277778,0.28086735,0.28325472,0.27949561,0.27991803,0.27744141,0.28067308,0.27285156
16,4,1,,0.6875,0.65625,0.996875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,8,0.01,,0.625,0.44375,0.40625,0.371875,0.3425,0.31458333,0.31875,0.30673077,0.31015625,0.29816176,0.29642857,0.29775,0.29224138,0.2875,0.28825758,0.28361486,0.28582317,0.28347222,0.28035714,0.27959906,0.2747807,0.2767418,0.27548828,0.27836538,0.27060547
16,8,0.1,,0.575,0.4625,0.40625,0.40625,0.40125,0.38333333,0.40234375,0.39471154,0.39140625,0.39522059,0.37619048,0.392,0.45409483,0.409375,0.45681818,0.40692568,0.40503049,0.46277778,0.46721939,0.47535377,0.49440789,0.5432377,0.51503906,0.49701923,0.58344727
16,8,1,,0.625,0.5875,0.665625,0.8828125,0.95625,0.99027778,0.99140625,0.99519231,0.99804688,0.99669118,0.99702381,0.99775,0.99741379,0.99863281,0.99810606,0.99949324,0.99954268,0.99930556,0.99910714,0.99823113,0.99890351,0.99887295,0.99873047,0.99923077,0.99956055
32,2,0.01,,0.6,0.5,0.40625,0.3828125,0.3425,0.35486111,0.32734375,0.32163462,0.31445312,0.31323529,0.29613095,0.301,0.31918103,0.29960938,0.29829545,0.30185811,0.29847561,0.29597222,0.3307398,0.29068396,0.30098684,0.30266393,0.28837891,0.28163462,0.28427734
32,2,0.1,,0.575,0.5125,0.48125,0.40625,0.505,0.55208333,0.39921875,0.48894231,0.3765625,0.43970588,0.51488095,0.50775,0.52521552,0.39667969,0.49223485,0.45793919,0.49390244,0.4375,0.48864796,0.42393868,0.44824561,0.43463115,0.36435547,0.47913462,0.36264648
32,2,1,,0.85,0.85625,0.89375,0.971875,0.9,0.89791667,0.91328125,0.93413462,0.86523438,0.925,0.98869048,0.927,0.9299569,0.96601563,1,0.92331081,0.94847561,0.93305556,0.94668367,0.91674528,1,0.95522541,0.96640625,0.89326923,0.94277344
32,4,0.01,,0.5875,0.46875,0.39375,0.3625,0.33875,0.31388889,0.32734375,0.31538462,0.309375,0.30257353,0.29761905,0.29075,0.28857759,0.28496094,0.29147727,0.28429054,0.28658537,0.28541667,0.28125,0.28007075,0.2808114,0.27961066,0.27519531,0.27653846,0.27138672
32,4,0.1,,0.64,0.47,0.42,0.39,0.36875,0.32291667,0.32,0.32355769,0.3,0.30367647,0.29642857,0.29775,0.29741379,0.29,0.29223485,0.29054054,0.28841463,0.32013889,0.29107143,0.29233491,0.28739035,0.29293033,0.29,0.28298077,0.29
32,4,1,,0.7,0.8,1,1,1,1,1,1,1,1,1,0.98125,1,1,1,1,1,0.95125,1,0.95542453,0.98782895,0.9869877,1,0.96365385,1
